11.2714285714286,-8.54285714285714,13.5857142857143
10.4,-9.07142857142857,13
10.1,-9.44285714285714,12.7428571428571
10.0142857142857,-9.95714285714286,12.7714285714286
9.55714285714286,-10.4,12.5571428571429
9.71428571428571,-10.9571428571429,12.5285714285714
9.44285714285714,-11.2428571428571,12.5285714285714
9.5,-11.7571428571429,12.6571428571429
11.2857142857143,-11.6571428571429,12.8571428571429
12.7,-10.3857142857143,13.8285714285714
14.3,-9.5,14.4142857142857
15.7285714285714,-8.65714285714286,14.7142857142857
17.1428571428571,-7.72857142857143,15.2428571428571
18.1571428571429,-6.7,15.9714285714286
18.8285714285714,-5.9,16.4142857142857
19.2857142857143,-5.47142857142857,16.7142857142857
19.5142857142857,-5.14285714285714,16.7714285714286
19.3857142857143,-5.38571428571429,16.9571428571429
19.2142857142857,-5.67142857142857,16.1571428571429
17.7,-6.1,15.8428571428571
15.6571428571429,-6.7,15.1142857142857
14.4285714285714,-7.2,14.2285714285714
13.7571428571429,-7.6,13.2571428571429
12.5,-8.27142857142857,12.9142857142857
