4.375,2.4325,2.7625
4.0725,2.35,2.8675
4.3125,2.12,2.9025
4.01,2.5575,2.585
3.98,2.5325,1.775
4.61,2.8375,1.8
4.2625,2.95,1.8275
4.3725,2.465,1.8025
4.4375,2.6825,1.9425
4.315,4.6025,2.27
5.0075,4.37,2.745
5.955,4.3175,4.6175
5.5475,5.2425,4.735
5.6075,4.9375,4.9775
6.0275,4.575,5.06
5.8175,4.6275,5.12
5.45,5.1375,4.84
5.3675,4.935,4.795
5.875,4.5325,3.8025
5.0975,4.37,3.8525
5.04,3.855,4.6575
4.4675,4.0275,4.495
4.2525,4.87,4.545
4.6925,4.3525,4.825
4.8725,4.835,4.8375
5.6825,5.0725,6.115
5.405,4.64,5.9125
5.7775,4.2225,6.0725
5.8525,4.46,6.0475
5.4225,4.9675,5.1925
5.3575,4.83,5.4075
5.07,5.2725,4.8775
5.3025,7.9125,5.17
5.5175,7.3525,4.62
4.7675,6.3075,4.1
4.9775,6.2175,3.71
5.035,6.9625,3.3825
4.6875,7.6,3.2875
4.535,8.535,3.0275
4.5025,8.0275,2.9725
3.8975,8.93,3.2175
4.1275,8.905,3.0775
4.2325,9.0225,3.0625
4.7125,8.64,3.3575
4.815,8.6925,2.9775
5.3225,9.4025,3.78
4.7275,9.07,4.2175
4.845,8.32,3.855
5.07,6.88,3.845
4.9925,7.315,3.4475
5.52,6.82,3.3725
6.17,7.0325,3.8825
5.735,6.315,3.995
5.7375,6.24,5.095
5.605,5.9975,4.4675
5.2175,6.495,4.72
5.0125,7.0975,4.0425
4.645,7.135,3.835
4.365,6.585,4.43
4.6225,6.1125,3.855
6.3,5.795,4.72
6.0575,5.8475,4.6525
5.965,5.7925,3.9025
5.275,5.5925,4.665
5.7825,5.2375,4.3825
5.3575,6.0975,4.2725
5.5675,6.9,4.6225
5.2475,6.465,4.7925
4.9725,6.9925,4.28
4.7125,6.83,4.53
4.775,6.64,5.1925
4.5975,6.5425,4.5475
4.2775,6.08,4.8375
4.0575,6.665,5.195
4.08,5.955,4.6725
4.7525,5.855,4.165
5.2875,6.22,3.8325
5.5175,5.485,3.53
5.05,4.8775,3.29
5.495,5.1925,3.3875
5.4275,5.885,3.3225
5.4375,5.4925,3.6775
4.9,5.235,2.8475
3.8475,5.23,3.23
3.59,5.6275,3.3175
3.08,5.455,3.1325
2.9075,5.4625,2.7325
2.935,5.71,2.9175
2.935,5.2875,2.3075
2.825,4.9025,2.42
2.59,5.0575,2.9075
2.685,5.02,3.1025
2.5675,4.565,2.81
2.41,4.6075,2.87
2.44,4.5875,3.0175
2.255,3.97,3.065
1.97,3.97,2.9875
2.14,4.6725,2.075
2.2625,4.0825,2.0125
2.165,4.22,2.0175
1.9025,4.185,2.005
1.8675,3.545,1.85
1.7175,3.255,1.615
1.84,3.4,1.5625
1.885,3.4725,1.53
1.865,2.845,1.565
1.7725,2.8525,1.4475
1.75,3.1725,1.345
1.6725,2.5575,1.3825
1.6775,2.445,1.54
1.585,3.005,1.67
1.3725,2.785,1.7325
1.4275,2.48,1.435
