Spring,,,,Summer,,,,Fall,,,,Winter,,,,Total,,,
Total,Non-HVAC,AC,Furnace,Total,Non-HVAC,AC,Furnace,Total,Non-HVAC,AC,Furnace,Total,Non-HVAC,AC,Furnace,Total,Non-HVAC,AC,Furnace
2.41770169297233,0.673442579545092,1.37499242734478,0.369266686082456,0.464042971283197,0.405928301441402,0.00490263339995593,0.0532120364418396,0.332364621944726,0.288170605801842,0.00510777026159465,0.0390862458812892,0.530796837061644,0.469250587731861,0.00518499881824851,0.0563612505115345,3.7449061232619,1.8367920745202,1.39018782982458,0.51792621891712
2.48942726254463,0.697355709616106,1.41999242734478,0.372079125583742,0.429753140732646,0.369038924785466,0.00490263339995593,0.0558115825472244,0.392767832055688,0.298679134521315,0.00510777026159465,0.0889809272727787,0.688001538813114,0.625926309840083,0.00518499881824851,0.0568902301547825,3.99994977414608,1.99100007876297,1.43518782982458,0.573761865558527
2.44256987487897,0.695865790559542,1.37499242734478,0.371711656974647,0.368215903267264,0.310138239142031,0.00490263339995593,0.0531750307252773,0.444738052971661,0.30289874535633,0.00510777026159465,0.136731537353736,0.499922535941005,0.439637015686065,0.00518499881824851,0.0551005214366913,3.7554463670589,1.74853979074397,1.39018782982458,0.616718746490352
2.06732822293416,0.612882617427599,1.08249242734478,0.371953178161774,0.345358843356371,0.309781471055479,0.00490263339995593,0.0306747389009365,0.534595456905663,0.334588664530048,0.00510777026159465,0.194899022114021,0.407309604249895,0.347380585326701,0.00518499881824851,0.0547440201049447,3.35459212744609,1.60463333833983,1.09768782982458,0.652270959281676
0.938432876765728,0.565887682571846,0.00409957734478377,0.368445616849098,0.402916574478149,0.346807952177257,0.00490263339995593,0.0512059889009365,0.531114093773067,0.288892465176949,0.00510777026159465,0.237113858334523,0.515073081292212,0.491980132067964,0.00518499881824851,0.017907950406,2.38753662630916,1.69356823199402,0.0192949798245829,0.674673414490558
0.693405185546726,0.568380596082496,0.00409957734478377,0.120925012119446,0.355551482923329,0.299618642542989,0.00490263339995593,0.0510302069803842,0.543074622005224,0.309159753460714,0.00510777026159465,0.228807098282915,0.628527265135199,0.598166241655752,0.00518499881824851,0.0251760246611983,2.22055855561048,1.77532523374195,0.0192949798245829,0.425938342043944
0.667956597078592,0.650164831582296,0.00409957734478377,0.0136921881515123,0.33852979503572,0.282347160039515,0.00490263339995593,0.051280001596249,0.56883113142103,0.334950777924547,0.00510777026159465,0.228772583234888,0.503977809939533,0.46560101539512,0.00518499881824851,0.0331917957261652,2.07929533347487,1.73306378494148,0.0192949798245829,0.326936568708815
0.679732951987535,0.662438233531224,0.00409957734478377,0.0131951411115266,0.325503716245294,0.269321088381321,0.00490263339995593,0.0512799944640168,0.548064908199012,0.345021076356658,0.00510777026159465,0.197936061580759,0.395513128861785,0.308099172181085,0.00518499881824851,0.0822289578624517,1.94881470529363,1.58487957045029,0.0192949798245829,0.344640155018754
0.746254954487085,0.728251622766903,0.00409957734478377,0.0139037543753982,0.324600495770574,0.291264547594101,0.00490263339995593,0.0284333147765168,0.691522771865129,0.487366849273154,0.00510777026159465,0.199048152330381,0.541367682348937,0.351292076549128,0.00518499881824851,0.184890606981561,2.30374590447173,1.85817509618329,0.0192949798245829,0.426275828463856
0.848022406641394,0.820849127906999,0.00409957734478377,0.0230737013896108,0.318619623407722,0.291038604918749,0.00490263339995593,0.0226783850890168,0.643355502560735,0.467099594452539,0.00510777026159465,0.171148137846601,0.527868741843849,0.327186984983174,0.00518499881824851,0.195496758042427,2.3378662744537,1.90617431226146,0.0192949798245829,0.412396982367656
0.818711712956429,0.797135519014052,0.00409957734478377,0.0174766165975928,0.758714315481484,0.736758296992511,0.00490263339995593,0.0170533850890168,0.607683162018657,0.464765248165587,0.00510777026159465,0.137810143591475,0.577533696591854,0.385479306512413,0.00518499881824851,0.186869391261192,2.76264288704842,2.38413837068456,0.0192949798245829,0.359209536539278
0.812459373939782,0.785916801673672,0.00409957734478377,0.0224429949213266,0.935114957951009,0.913158922557176,0.00490263339995593,0.0170534019938775,0.586877876892686,0.477717491665045,0.00510777026159465,0.104052614966047,0.569935207162052,0.382034331736056,0.00518499881824851,0.182715876607748,2.90438741594553,2.55882754763195,0.0192949798245829,0.326264888488999
0.65375802135095,0.618560940531543,0.00409957734478377,0.031097503474623,0.904925680719316,0.882861898485959,0.00490263339995593,0.0171611488334008,0.495593928918242,0.43360798536413,0.00510777026159465,0.0568781732925177,0.50312983263284,0.337803724383039,0.00518499881824851,0.160141109431552,2.55740746362135,2.27283454876467,0.0192949798245829,0.265277935032094
0.584866046905518,0.539116140773049,0.00409957734478377,0.0416503287876844,0.955905057303607,0.927913271911771,0.00490263339995593,0.0230891519918808,0.505879500880837,0.47982185883992,0.00510777026159465,0.0209498717793226,0.526682541612536,0.381389756520463,0.00518499881824851,0.140107786273824,2.5733331467025,2.3282410280452,0.0192949798245829,0.225797138832712
0.584539517294616,0.539008316999755,0.00409957734478377,0.0414316229500771,0.933040566556156,0.891125732245059,0.00490263339995593,0.0370122009111413,0.497560750320554,0.476893784800401,0.00510777026159465,0.0155591952585578,0.440294378623366,0.331202500672323,0.00518499881824851,0.103906879132795,2.45543521279469,2.23823033471754,0.0192949798245829,0.197909898252571
