Spring,,,,Summer,,,,Fall,,,,Winter,,,,Total,,,
Total,Non-HVAC,AC,Furnace,Total,Non-HVAC,AC,Furnace,Total,Non-HVAC,AC,Furnace,Total,Non-HVAC,AC,Furnace,Total,Non-HVAC,AC,Furnace
1.1803247625536,1.13808994866804,0.00491115344705582,0.0373236604385096,0.66082480729324,0.521855617542116,0.0905252140624706,0.0484439756886536,1.21206983907056,0.98725522305268,0.0051087989944458,0.21970581702343,0.301456639098354,0.245296501726315,0.00518499999999778,0.0509751373720419,3.35467604801575,2.89249729098915,0.10573016650397,0.356448590522635
1.17943106393417,1.14008169602575,0.00491128219308853,0.0344380857153327,0.654444358639394,0.506828928652585,0.0877127140624706,0.0599027159243383,1.23163695435441,1.00122960020122,0.0051087989944458,0.225298555158741,0.309640467523561,0.256629682171473,0.00518499999999778,0.0478257853520898,3.37515284445154,2.90476990705103,0.102917795250003,0.367465142150502
1.12555574729674,1.08369914744346,0.00491123927774429,0.0369453605755359,0.555081176319577,0.493074232999679,0.00489695468747061,0.0571099886324269,1.33602383328268,1.14024945650638,0.0051087989944458,0.190665577781857,0.333603400409006,0.285619315814741,0.00518499999999778,0.0427990845942672,3.350264157308,3.00264215276426,0.0201019929596585,0.327520011584087
1.12736089969718,1.09675567320472,0.00491123927774429,0.0256939872147144,0.358468602375818,0.30529776977748,0.00489695468747061,0.0482738779108681,1.54864652108216,1.39344949460457,0.0051087989944458,0.150088227483148,0.301869047051709,0.258959082715078,0.00518499999999778,0.037724964336633,3.33634507020687,3.05446202030184,0.0201019929596585,0.261781056945364
1.13389003977889,1.09199743989832,0.00491033805551529,0.0369822618250469,0.454249567447814,0.411860036109469,0.00489695468747061,0.0374925766508736,1.43432447005144,1.36061182411859,0.0051087989944458,0.0686038469383991,0.287450758554454,0.248779826969987,0.00518499999999778,0.0334859315844696,3.30991483583259,3.11324912709637,0.0201010917374295,0.176564616998789
0.756129996361598,0.714239023147175,0.00490862581529617,0.0369823473991277,0.448029399111477,0.40548726625152,0.00489695468747061,0.0376451781724865,1.42956833002812,1.36075883369621,0.0051087989944458,0.0637006973374684,0.314470850886568,0.287143822521783,0.00518499999999778,0.0221420283647873,2.94819857638776,2.76762894561668,0.0200993794972104,0.16047025127387
0.3854903399539,0.347633641039944,0.00490862581529617,0.0329480730986607,0.45148637057242,0.423094585421137,0.00489695468747061,0.0234948304638129,1.36879660086884,1.30392134839326,0.0051087989944458,0.0597664534811413,0.259701985216529,0.228015567366356,0.00518499999999778,0.0265014178501749,2.46547529661169,2.30266514222069,0.0200993794972104,0.14271077489379
0.424849429419093,0.383419210216203,0.00490862581529617,0.0365215933875943,0.452106006005378,0.409636718784294,0.00489695468747061,0.0375723325336136,1.50686626563428,1.44169100348598,0.0051087989944458,0.0600664631538497,0.268542475310393,0.247769718743032,0.00518499999999778,0.0155877565673632,2.65236417636914,2.48251665122951,0.0200993794972104,0.149748145642421
0.424510785204804,0.388082487013596,0.00490862581529617,0.0315196723759121,0.419239809811509,0.381711801275279,0.00489695468747061,0.0326310538487591,1.49770786989893,1.44405243925329,0.0051087989944458,0.0485466316511926,0.233201371084592,0.205125235823647,0.00518499999999778,0.0228911352609465,2.57465983599983,2.41897196336581,0.0200993794972104,0.13558849313681
0.328283509846396,0.311330399559045,0.00490862581529617,0.0120444844720553,0.447503313309231,0.409887372914688,0.00489695468747061,0.032718985707072,1.48844874561093,1.44140695953374,0.0051087989944458,0.041932987082749,0.280081154860649,0.246063361666308,0.00518499999999778,0.0288327931943431,2.54431672362721,2.40868809367378,0.0200993794972104,0.115529250456219
0.484527349227482,0.464844937167155,0.00490862581529617,0.0147737862450317,0.456535098084731,0.419621269758307,0.00489695468747061,0.0320168736389534,1.25074923317412,1.17856827231702,0.0051087989944458,0.0670721618626502,0.286653989425652,0.201769556738298,0.00518499999999778,0.0796994326873566,2.47846566991198,2.26480403598078,0.0200993794972104,0.193562254433992
0.581936678166837,0.563454613464267,0.0050894424656868,0.0133926222368827,0.432955355724417,0.416019554741743,0.00489695468747061,0.0120388462952034,0.889460102743409,0.764735430461691,0.0051087989944458,0.119615873287272,0.320429076245634,0.235281472548947,0.00518499999999778,0.0799626036966894,2.2247812128803,1.97949107121665,0.020280196147601,0.225009945516047
0.556042490886619,0.532200880660249,0.0052322647313118,0.018609345495058,0.330249792614843,0.313313991631031,0.00489695468747061,0.0120388462963407,0.66228837031798,0.484368343674157,0.0051087989944458,0.172811227649377,0.319326197487058,0.215958843292579,0.00518499999999778,0.0981823541944811,1.8679068513065,1.54584205925802,0.020423018413226,0.301641773635257
0.652393811866935,0.622838127895605,0.0052267715672493,0.0243289124040801,0.31184322318737,0.294841527033585,0.00489695468747061,0.0121047414663141,0.666688389552309,0.451208304291967,0.0051087989944458,0.210371286265896,0.350907314364361,0.208899307440179,0.00518499999999778,0.136823006924183,1.98183273897097,1.57778726666134,0.0204175252491635,0.383627947060474
0.715124608111415,0.68555244598911,0.0052267715672493,0.0243453905550557,0.340343847953584,0.31356639217794,0.00489695468747061,0.0218805010881727,0.696301067164599,0.487699019151839,0.0051087989944458,0.203493249018314,0.347996226220803,0.218647540495694,0.00518499999999778,0.12416368572511,2.0997657494504,1.70546539781458,0.0204175252491635,0.373882826386653
0.720418930279132,0.651245666765274,0.0052322647313118,0.0639409987825459,0.315367126546111,0.28719266540605,0.00489695468747061,0.0232775064525907,0.681200642112965,0.462689613045181,0.0051087989944458,0.213402230073338,0.366756321996894,0.222925096191308,0.00518499999999778,0.138646225805589,2.0837430209351,1.62405304140781,0.020423018413226,0.439266961114063
0.70500326927898,0.665012177129205,0.0052322647313118,0.0347588274184637,0.465612958927328,0.435160668140857,0.00489695468747061,0.0255553360990001,0.613839467059461,0.418454472297366,0.0051087989944458,0.19027619576765,0.382049324953992,0.227371807155594,0.00518499999999778,0.1494925177984,2.16650502021976,1.74599912472302,0.020423018413226,0.400082877083513
